"DEPARTMENT_ID";"DEPARTMENT_NAME";"UNIVERSITY_TYPE";"UNIVERSITY_NAME";"UNIVERSITY_ID";"FACULTY_NAME";"SCORE_TYPE";"SCHOLARSHIP_TYPE";"GENERAL_CAPACITY";"SCHOOL_CAPACITY";"GENERAL_ENROLLMENT";"SCHOOL_ENROLLMENT";"SUM_CAPACITY";"SUM_ENROLLMENT";"FIELD_RATE";"LAST_SCORE";"LAST_RANK";"FIRST_SCORE";"FIRST_RANK"
100110239;"Gýda Mühendisliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"35";"1";"13";"---";"36";"13";"%36,1";"308,11707";"298.435";"317,14100";"269.615"
100110257;"Týp";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Týp Fakültesi";"SAY";"Ücretsiz";"170";"5";"170";"5";"175";"175";"%100,0";"497,45381";"20.276";"518,16226";"8.734"
100110399;"Makine Mühendisliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"60";"2";"62";"---";"62";"62";"%100,0";"363,75690";"163.239";"392,06990";"120.829"
100110406;"Mimarlýk";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mimarlýk Fakültesi";"SAY";"Ücretsiz";"80";"2";"82";"---";"82";"82";"%100,0";"332,43593";"227.899";"395,14428";"116.842"
100110415;"Elektrik-Elektronik Mühendisliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"70";"2";"72";"---";"72";"72";"%100,0";"388,22405";"125.964";"439,55570";"67.917"
100110433;"Diþ Hekimliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Diþ Hekimliði Fakültesi";"SAY";"Ücretsiz";"85";"3";"85";"3";"88";"88";"%100,0";"475,26854";"36.345";"489,20680";"25.794"
100110451;"Maliye";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"Ücretsiz";"60";"2";"61";"1";"64";"62";"%96,9";"276,06565";"608.093";"339,09004";"201.105"
100110478;"Ýlahiyat";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýlahiyat Fakültesi";"SÖZ";"Ücretsiz";"108";"3";"109";"2";"114";"114";"%100,0";"300,09042";"348.305";"412,24195";"12.674"
100110503;"Tarla Bitkileri";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ziraat Fakültesi";"SAY";"Ücretsiz";"30";"1";"31";"---";"32";"32";"%100,0";"257,12963";"554.683";"308,70749";"296.452"
100110618;"Bitki Koruma";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ziraat Fakültesi";"SAY";"Ücretsiz";"40";"1";"41";"---";"42";"42";"%100,0";"281,58989";"407.055";"327,46662";"240.565"
100110627;"Kanatlý Hayvan Yetiþtiriciliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ziraat Fakültesi";"SAY";"Ücretsiz";"15";"1";"16";"---";"17";"17";"%100,0";"234,48844";"760.290";"509,28555";"13.148"
100110636;"Gazetecilik";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýletiþim Fakültesi";"SÖZ";"Ücretsiz";"80";"2";"82";"---";"84";"83";"%98,8";"279,90920";"509.108";"333,28274";"168.362"
100110645;"Bilgisayar Mühendisliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"80";"2";"80";"2";"82";"82";"%100,0";"440,57960";"66.911";"480,83343";"31.951"
100110654;"Pazarlama";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Gerede Uygulamalý Bilimler Fakültesi";"EA";"Ücretsiz";"40";"1";"41";"---";"42";"42";"%100,0";"232,12981";"1.115.607";"267,64830";"690.000"
100110663;"Uluslararasý Ticaret ve Lojistik";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Gerede Uygulamalý Bilimler Fakültesi";"EA";"Ücretsiz";"60";"2";"62";"---";"64";"62";"%96,9";"274,20210";"625.669";"318,73021";"295.951"
100110672;"Özel Eðitim Öðretmenliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Eðitim Fakültesi";"SÖZ";"Ücretsiz";"60";"2";"60";"2";"62";"62";"%100,0";"414,81509";"11.278";"439,53302";"3.432"
100110681;"Bahçe Bitkileri";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ziraat Fakültesi";"SAY";"Ücretsiz";"20";"1";"21";"---";"22";"22";"%100,0";"260,86432";"528.037";"335,55940";"220.302"
100110706;"Halkla Ýliþkiler ve Tanýtým";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýletiþim Fakültesi";"SÖZ";"Ücretsiz";"60";"2";"62";"---";"64";"64";"%100,0";"295,84510";"378.680";"359,41173";"84.557"
100130137;"Kamu Yönetimi (ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"ÝÖ-Ücretli";"50";"2";"52";"---";"54";"53";"%98,1";"239,89669";"1.012.329";"366,61690";"113.096"
100130146;"Uluslararasý Ýliþkiler (ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"ÝÖ-Ücretli";"40";"1";"41";"---";"42";"42";"%100,0";"257,59861";"797.668";"316,96092";"305.684"
100130155;"Sosyoloji (ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Fen-Edebiyat Fakültesi";"EA";"ÝÖ-Ücretli";"40";"1";"41";"---";"42";"42";"%100,0";"243,67235";"963.593";"308,74612";"354.143"
100130164;"Tarih (ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Fen-Edebiyat Fakültesi";"SÖZ";"ÝÖ-Ücretli";"40";"1";"41";"---";"42";"41";"%97,6";"264,81875";"653.812";"395,06927";"25.858"
100130173;"Türk Dili ve Edebiyatý (ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Fen-Edebiyat Fakültesi";"SÖZ";"ÝÖ-Ücretli";"40";"1";"41";"---";"42";"41";"%97,6";"285,96935";"456.593";"330,50762";"179.832"
100130191;"Maliye (ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"ÝÖ-Ücretli";"50";"2";"52";"---";"54";"53";"%98,1";"244,93784";"947.829";"297,02231";"433.849"
100130225;"Ýlahiyat (ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýlahiyat Fakültesi";"SÖZ";"ÝÖ-Ücretli";"90";"3";"93";"---";"96";"96";"%100,0";"259,49418";"709.379";"375,54696";"51.502"
100190116;"Ýktisat (KKTC Uyruklu)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"Ücretsiz";"1";"---";"---";"---";"1";"---";"%0,0";"---";"---";"---";""
100190120;"Radyo, Televizyon ve Sinema";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýletiþim Fakültesi";"SÖZ";"Ücretsiz";"70";"2";"72";"---";"74";"73";"%98,6";"296,22285";"375.937";"412,27435";"12.648"
100190121;"Tohum Bilimi ve Teknolojisi";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ziraat Fakültesi";"SAY";"Ücretsiz";"20";"1";"21";"---";"22";"22";"%100,0";"247,74042";"629.974";"272,92794";"452.940"
100190148;"Gazetecilik (ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýletiþim Fakültesi";"SÖZ";"ÝÖ-Ücretli";"50";"2";"52";"---";"54";"54";"%100,0";"252,89149";"780.694";"289,96854";"424.020"
100190149;"Halkla Ýliþkiler ve Tanýtým (ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýletiþim Fakültesi";"SÖZ";"ÝÖ-Ücretli";"60";"2";"62";"---";"64";"62";"%96,9";"259,08220";"713.759";"332,55523";"171.345"
100190151;"Turizm Rehberliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Turizm Fakültesi";"DÝL";"Ücretsiz";"40";"1";"41";"---";"42";"41";"%97,6";"341,97436";"53.776";"400,38062";"28.164"
100190153;"Hemþirelik";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Saðlýk Bilimleri Fakültesi";"SAY";"Ücretsiz";"160";"4";"160";"4";"168";"168";"%100,0";"359,52655";"170.574";"422,49480";"85.029"
100190154;"Gastronomi ve Mutfak Sanatlarý";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Turizm Fakültesi";"SÖZ";"Ücretsiz";"60";"2";"60";"2";"64";"64";"%100,0";"374,56792";"53.184";"407,48855";"15.626"
100190155;"Turizm Ýþletmeciliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Turizm Fakültesi";"EA";"Ücretsiz";"30";"1";"30";"1";"32";"32";"%100,0";"254,05366";"838.204";"291,58823";"474.954"
100190156;"Fizyoterapi ve Rehabilitasyon";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Saðlýk Bilimleri Fakültesi";"SAY";"Ücretsiz";"90";"3";"90";"3";"96";"94";"%97,9";"316,17230";"272.553";"356,74516";"175.600"
100190170;"Ýnþaat Mühendisliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"20";"1";"20";"---";"21";"20";"%95,2";"307,73990";"299.725";"339,12592";"211.971"
100190171;"Finans ve Bankacýlýk";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Gerede Uygulamalý Bilimler Fakültesi";"EA";"Ücretsiz";"70";"2";"71";"1";"74";"72";"%97,3";"247,96598";"910.317";"286,36199";"517.164"
100190172;"Ýngilizce Mütercim ve Tercümanlýk";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Yabancý Diller Yüksekokulu";"DÝL";"Ücretsiz";"50";"2";"52";"---";"54";"53";"%98,1";"406,02942";"25.878";"476,94885";"5.490"
100190206;"Bilgisayar Mühendisliði (KKTC Uyruklu)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"1";"---";"---";"---";"1";"---";"%0,0";"---";"---";"---";""
100190207;"Elektrik-Elektronik Mühendisliði (KKTC Uyruklu)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"1";"---";"---";"---";"1";"---";"%0,0";"---";"---";"---";""
100190208;"Hukuk";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Hukuk Fakültesi";"EA";"Ücretsiz";"90";"3";"90";"3";"93";"93";"%100,0";"412,20157";"28.668";"426,09254";"15.546"
100190209;"Ýlahiyat (M.T.O.K.)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýlahiyat Fakültesi";"SÖZ";"Ücretsiz";"12";"---";"12";"---";"13";"12";"%92,3";"273,08457";"571.970";"359,66940";"83.958"
100190210;"Ýlahiyat (M.T.O.K.) (ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýlahiyat Fakültesi";"SÖZ";"ÝÖ-Ücretli";"10";"---";"10";"---";"11";"11";"%100,0";"256,43363";"741.944";"268,63825";"615.332"
100190211;"Ýlahiyat (Arapça)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýlahiyat Fakültesi";"SÖZ";"Ücretsiz";"40";"1";"41";"---";"42";"42";"%100,0";"259,70008";"707.207";"344,67446";"126.742"
100190212;"Ýlahiyat (Arapça) (M.T.O.K.)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýlahiyat Fakültesi";"SÖZ";"Ücretsiz";"5";"---";"5";"---";"6";"5";"%83,3";"256,09785";"745.466";"286,70962";"450.391"
100190213;"Kimya Mühendisliði (Ýngilizce)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"30";"1";"31";"---";"31";"31";"%100,0";"380,75687";"136.447";"424,94693";"82.397"
100190222;"Biyoloji (Ýngilizce) (KKTC Uyruklu)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Fen-Edebiyat Fakültesi";"SAY";"Ücretsiz";"2";"---";"2";"---";"2";"2";"%100,0";"241,74723";"685.546";"256,40306";"560.115"
100190229;"Beslenme ve Diyetetik";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Saðlýk Bilimleri Fakültesi";"SAY";"Ücretsiz";"30";"1";"30";"1";"32";"32";"%100,0";"322,67872";"253.603";"367,40827";"157.036"
100190236;"Özel Eðitim Öðretmenliði (KKTC Uyruklu)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Eðitim Fakültesi";"SÖZ";"Ücretsiz";"1";"---";"---";"---";"1";"---";"%0,0";"---";"---";"---";""
100210017;"Fen Bilgisi Öðretmenliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Eðitim Fakültesi";"SAY";"Ücretsiz";"30";"1";"25";"---";"39";"25";"%64,1";"308,01489";"298.767";"359,62095";"170.418"
100210026;"Ýlköðretim Matematik Öðretmenliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Eðitim Fakültesi";"SAY";"Ücretsiz";"25";"1";"25";"1";"32";"32";"%100,0";"401,46606";"108.842";"445,95839";"61.898"
100210035;"Sýnýf Öðretmenliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Eðitim Fakültesi";"EA";"Ücretsiz";"30";"1";"30";"1";"39";"39";"%100,0";"366,62073";"113.086";"413,82987";"26.775"
100210044;"Sosyal Bilgiler Öðretmenliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Eðitim Fakültesi";"SÖZ";"Ücretsiz";"30";"1";"31";"---";"39";"39";"%100,0";"356,25864";"92.594";"388,26740";"33.219"
100210053;"Matematik";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Fen-Edebiyat Fakültesi";"SAY";"Ücretsiz";"40";"1";"41";"---";"52";"51";"%98,1";"291,92056";"360.073";"377,52706";"141.139"
100210062;"Türk Dili ve Edebiyatý";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Fen-Edebiyat Fakültesi";"SÖZ";"Ücretsiz";"30";"1";"30";"1";"40";"40";"%100,0";"305,13275";"314.701";"449,86093";"2.079"
100210071;"Ebelik";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Saðlýk Bilimleri Fakültesi";"SAY";"Ücretsiz";"40";"1";"40";"1";"52";"52";"%100,0";"327,60058";"240.227";"354,81834";"179.319"
100210089;"Hemþirelik";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Saðlýk Bilimleri Fakültesi";"SAY";"Ücretsiz";"50";"2";"50";"2";"67";"67";"%100,0";"359,91815";"169.899";"435,68450";"71.543"
100210098;"Okul Öncesi Öðretmenliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Eðitim Fakültesi";"SÖZ";"Ücretsiz";"30";"1";"30";"1";"39";"39";"%100,0";"399,46517";"21.795";"413,10512";"12.176"
100210105;"Rehberlik ve Psikolojik Danýþmanlýk";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Eðitim Fakültesi";"EA";"Ücretsiz";"30";"1";"30";"1";"39";"39";"%100,0";"348,12082";"167.653";"367,25064";"111.410"
100210114;"Türkçe Öðretmenliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Eðitim Fakültesi";"SÖZ";"Ücretsiz";"30";"1";"30";"1";"39";"39";"%100,0";"382,12218";"41.326";"405,76171";"16.801"
100210132;"Sanat Tarihi";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Fen-Edebiyat Fakültesi";"SÖZ";"Ücretsiz";"30";"1";"31";"---";"40";"40";"%100,0";"262,51369";"677.634";"417,65287";"9.911"
100210141;"Sosyoloji";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Fen-Edebiyat Fakültesi";"EA";"Ücretsiz";"30";"1";"31";"---";"40";"40";"%100,0";"254,46638";"833.356";"333,32543";"224.977"
100210168;"Týp";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Týp Fakültesi";"SAY";"Ücretsiz";"100";"3";"100";"3";"128";"128";"%100,0";"483,46045";"29.950";"511,45034";"11.976"
100210177;"Biyoloji";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Fen-Edebiyat Fakültesi";"SAY";"Ücretsiz";"20";"1";"21";"---";"27";"27";"%100,0";"264,65723";"502.652";"335,52646";"220.392"
100210186;"Tarih";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Fen-Edebiyat Fakültesi";"SÖZ";"Ücretsiz";"35";"1";"36";"---";"46";"46";"%100,0";"290,43959";"420.174";"434,84429";"4.316"
100210195;"Ýktisat";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"Ücretsiz";"30";"1";"31";"---";"40";"40";"%100,0";"237,31960";"1.045.802";"322,95612";"274.143"
100210202;"Ýþletme";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"Ücretsiz";"30";"1";"31";"---";"40";"40";"%100,0";"242,70318";"976.066";"333,44818";"224.417"
100210283;"Arapça Öðretmenliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Eðitim Fakültesi";"DÝL";"Ücretsiz";"40";"1";"40";"1";"51";"51";"%100,0";"323,01960";"62.621";"418,49441";"21.003"
100210308;"Ýnþaat Mühendisliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"20";"1";"10";"---";"26";"10";"%38,5";"312,15839";"285.007";"363,65246";"163.441"
100210317;"Arkeoloji";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Fen-Edebiyat Fakültesi";"EA";"Ücretsiz";"30";"1";"31";"---";"40";"40";"%100,0";"240,19768";"1.008.437";"317,78586";"301.088"
100210326;"Elektrik-Elektronik Mühendisliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"30";"1";"6";"---";"39";"6";"%15,4";"308,33384";"297.710";"334,73981";"222.298"
100210335;"Makine Mühendisliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"20";"1";"---";"---";"26";"---";"%0,0";"---";"---";"---";""
100210353;"Eczacýlýk";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Eczacýlýk Fakültesi";"SAY";"Ücretsiz";"40";"1";"40";"1";"51";"51";"%100,0";"448,85580";"59.277";"459,96277";"49.339"
100210362;"Diþ Hekimliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Diþ Hekimliði Fakültesi";"SAY";"Ücretsiz";"40";"1";"40";"1";"51";"51";"%100,0";"467,35436";"42.806";"482,75004";"30.488"
